Date,Q2i,Q2mbr,P,DO,pH2i,COD2i,NH3-N2i,pHo,CODo,NH3-No,Tempo,pHMBR,CODMBR
2024/5/21,170,184,19.2,6,8.2,514,278,7.8,219,4.3,33,7.8,126
2024/5/22,92,127,19,6.5,8.3,531,248,7.8,205,3.9,34,7.8,115
2024/5/23,113,155,20,6.2,8.3,560,270,7.8,210,4,34,7.8,121
2024/5/24,75,169,19.2,7.4,8.3,550,265,7.8,220,4.3,34,7.8,128
2024/5/25,82,144,17.7,8.2,8.4,476,251,7.8,226,4.6,32,7.8,115
2024/5/26,124,132,18.8,7.7,8.5,492,273,7.8,214,4.8,31,7.8,109
2024/5/27,150,169,19.2,8.2,8.5,510,268,7.8,221,4.9,31,7.8,112
2024/5/28,79,186,19.1,8.6,8.6,531,247,7.8,237,4.5,30,7.8,120
2024/5/29,149,231,18.6,9.3,8.4,512,258,7.8,220,4.1,30,7.7,129
2024/5/30,127,136,18.9,9,8.5,584,279,7.8,202,3.6,29,7.8,125
2024/5/31,132,180,18.9,7.9,8.5,575,275,7.8,210,3.7,29,7.8,131
2024/6/1,132,263,17.6,6.8,8.6,600,280,7.8,198,4,29,7.8,136
2024/6/2,115,127,18.5,5.6,8.5,581,292,7.8,213,4.3,29,7.8,140
2024/6/3,178,82,20.7,4.2,8.3,526,266,7.8,204,4.6,29,7.8,143
2024/6/4,97,187,21.1,3.3,8.6,456,281,7.8,198,3.9,29,7.8,126
2024/6/5,76,172,20.1,4.8,8.5,482,277,7.8,211,3.7,29,7.8,130
2024/6/6,106,200,19,6.6,8.2,504,293,7.8,196,3.4,29,7.8,122
2024/6/7,157,169,19.6,2.7,8.3,515,285,7.8,220,3.5,29,7.8,138
2024/6/8,161,264,19.2,3.1,8.4,473,373,7.8,199,7.1,30,7.8,135
2024/6/9,85,177,18.7,6.2,8.4,494,352,7.8,213,6.6,30,7.8,144
2024/6/10,122,264,17.4,5.4,8.5,1579,305,7.7,225,4.5,30,7.7,147
2024/6/11,168,167,17.7,6.6,8.5,1258,327,7.7,230,4.1,30,7.7,138
2024/6/12,125,120,19.6,5.9,8.5,1290,310,7.7,219,4.3,30,7.7,142
2024/6/13,96,163,20.5,7.4,8.1,496,280,7.7,235,4.1,32,7.7,149
2024/6/14,126,204,20.2,6.3,8.2,456,249,7.7,200,3.9,32,7.7,128
2024/6/15,116,190,21.1,5.2,8.2,480,260,7.7,210,4.3,32,7.7,135
2024/6/16,140,178,21.5,6.7,8.2,470,255,7.7,205,4.2,32,7.7,129
2024/6/17,142,210,20.2,6.4,8.3,455,239,7.7,198,4.3,32,7.7,136
2024/6/18,99,146,18.6,8.4,8.5,510,268,7.7,213,4.5,32,7.7,119
2024/6/19,122,129,18.2,8.3,8.4,583,293,7.7,220,4.7,32,7.7,126
2024/6/20,179,185,18.5,8,8.5,333,318,7.7,199,3.8,32,7.7,115
2024/6/21,117,164,20.6,7.2,8.6,490,309,7.7,211,3.7,32,7.7,120
2024/6/22,96,195,20.7,6.6,8.5,472,294,7.7,223,3.5,32,7.7,128
2024/6/23,156,206,21,6.5,8.4,505,285,7.7,233,3.6,32,7.7,135
2024/6/24,129,184,21.8,6,8.4,421,289,7.7,228,3.5,32,7.7,145
2024/6/25,142,299,20.2,6.6,8.4,476,260,7.7,231,3.9,32,7.7,140
2024/6/26,125,198,21.5,6.5,8.8,438,240,7.2,222,3.7,32,7.2,143
2024/6/27,168,168,22.6,6.4,8.7,426,250,7.5,235,3.8,32,7.5,121
2024/6/28,142,222,22.2,7,8.6,433,255,7.3,198,4,32,7.5,128
2024/6/29,88,168,23.7,7.3,8.7,458,241,7.3,200,3.8,32,7.3,131
2024/6/30,140,320,20.6,7.6,8.8,480,261,7.4,205,3.8,32,7.4,139
